Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,No,Travel_Rarely,1035,Sales,3,4,2,Male,3,2,Sales Executive,4,Single,8,Yes,12,3,3,0,19,1,3,1,0,0,0
26,Yes,Non-Travel,265,Sales,29,2,2,Male,1,2,Sales Executive,1,Single,8,No,18,3,4,0,7,6,3,2,2,2,2
52,Yes,Travel_Rarely,266,Sales,2,1,1,Female,1,5,Manager,4,Married,1,No,15,3,4,1,33,3,3,32,14,6,9
44,No,Travel_Rarely,1448,Sales,28,3,4,Female,4,4,Sales Executive,4,Married,3,Yes,18,3,3,1,23,2,3,12,11,11,11
50,No,Non-Travel,145,Sales,1,3,4,Female,3,2,Sales Executive,3,Married,0,No,12,3,1,1,19,3,3,18,7,0,13
36,Yes,Travel_Rarely,885,Research & Development,16,4,3,Female,4,1,Laboratory Technician,1,Single,1,No,16,3,3,0,18,1,3,17,13,15,14
39,No,Travel_Frequently,945,Research & Development,22,3,4,Female,3,3,Manufacturing Director,1,Single,1,Yes,13,3,3,0,21,2,3,21,6,2,8
33,No,Non-Travel,1038,Sales,8,1,2,Female,2,1,Sales Representative,4,Single,0,No,19,3,4,0,3,2,2,2,2,2,2
45,No,Travel_Rarely,1234,Sales,11,2,4,Female,3,4,Manager,4,Married,3,No,13,3,2,1,26,4,4,9,3,1,1
32,No,Non-Travel,1109,Research & Development,29,4,4,Female,3,1,Laboratory Technician,3,Single,9,No,12,3,2,0,10,2,3,8,7,7,7
34,No,Travel_Rarely,216,Sales,1,4,2,Male,4,2,Sales Executive,4,Divorced,0,No,11,3,4,1,16,2,2,15,1,0,9
59,No,Travel_Rarely,1089,Sales,1,2,2,Male,3,3,Manager,4,Married,3,Yes,14,3,3,1,14,1,1,6,4,0,4
45,No,Travel_Rarely,788,Human Resources,24,4,2,Male,3,1,Human Resources,2,Single,1,No,16,3,1,0,6,3,3,6,3,0,4
53,No,Travel_Frequently,124,Sales,2,3,3,Female,2,3,Sales Executive,2,Married,2,No,12,3,1,1,30,2,3,15,7,6,12
36,Yes,Travel_Rarely,660,Research & Development,15,3,1,Male,3,2,Laboratory Technician,3,Divorced,7,No,14,3,2,1,9,3,2,1,0,0,0
26,Yes,Travel_Frequently,342,Research & Development,2,3,1,Male,3,1,Research Scientist,1,Married,6,Yes,14,3,2,1,6,2,3,3,2,1,2
34,No,Travel_Rarely,1333,Sales,10,4,3,Female,3,1,Sales Representative,3,Married,1,Yes,19,3,4,1,1,2,3,1,1,0,0
28,No,Travel_Rarely,1144,Sales,10,1,4,Male,3,1,Sales Representative,2,Married,1,No,22,4,2,0,1,5,3,1,0,0,0
38,No,Travel_Frequently,1186,Research & Development,3,4,3,Male,3,1,Research Scientist,3,Married,3,No,16,3,1,1,8,2,3,2,2,2,2
50,No,Travel_Rarely,1464,Research & Development,2,4,2,Male,3,5,Research Director,3,Married,2,Yes,11,3,4,1,29,2,2,8,1,7,7
37,No,Travel_Rarely,124,Research & Development,3,3,4,Female,3,2,Healthcare Representative,2,Single,3,No,15,3,1,0,8,3,2,4,3,0,1
40,No,Travel_Rarely,300,Sales,26,3,3,Male,3,2,Sales Executive,1,Married,1,No,14,3,2,1,8,3,2,7,7,7,5
26,No,Travel_Frequently,921,Research & Development,1,1,1,Female,2,1,Research Scientist,3,Divorced,1,No,13,3,3,2,5,5,3,5,3,1,3
46,No,Travel_Rarely,430,Research & Development,1,4,4,Male,3,5,Research Director,4,Divorced,9,No,17,3,4,2,23,0,3,2,2,2,2
54,No,Travel_Rarely,1082,Sales,2,4,3,Female,2,3,Sales Executive,3,Married,6,No,11,3,2,1,13,4,3,9,4,7,0
56,No,Travel_Frequently,1240,Research & Development,9,3,1,Female,3,1,Research Scientist,3,Married,2,No,19,3,2,1,18,4,3,5,4,0,3
36,No,Travel_Rarely,796,Research & Development,12,5,4,Female,2,3,Manufacturing Director,4,Single,0,No,11,3,2,0,15,2,2,14,8,7,8
55,No,Non-Travel,444,Research & Development,2,1,3,Male,2,4,Manager,1,Single,7,No,15,3,2,0,31,3,4,9,7,6,2
43,No,Travel_Rarely,415,Sales,25,3,3,Male,2,3,Sales Executive,4,Divorced,5,No,13,3,3,1,18,5,3,1,0,0,0
20,Yes,Travel_Frequently,769,Sales,9,3,4,Female,3,1,Sales Representative,4,Single,1,Yes,14,3,2,0,2,3,3,2,2,0,2
21,Yes,Travel_Rarely,1334,Research & Development,10,3,3,Female,2,1,Laboratory Technician,1,Single,1,No,13,3,1,0,1,6,2,1,0,1,0
46,No,Travel_Rarely,1003,Research & Development,8,4,4,Female,2,2,Research Scientist,1,Divorced,8,Yes,23,4,1,3,19,2,3,16,13,1,7
51,Yes,Travel_Rarely,1323,Research & Development,4,4,1,Male,3,1,Research Scientist,3,Married,9,Yes,12,3,3,3,18,2,4,10,0,2,7
28,Yes,Non-Travel,1366,Research & Development,24,2,2,Male,2,3,Healthcare Representative,1,Single,1,No,12,3,1,0,10,2,2,10,7,1,9
26,No,Travel_Rarely,192,Research & Development,1,2,1,Male,2,1,Laboratory Technician,1,Married,1,No,16,3,1,2,6,2,3,5,3,1,3
30,No,Travel_Rarely,1176,Research & Development,20,3,3,Male,3,2,Manufacturing Director,1,Married,0,No,15,3,3,1,7,1,2,6,2,0,2
41,No,Travel_Rarely,509,Research & Development,7,2,2,Female,4,1,Research Scientist,3,Married,1,No,13,3,3,0,10,3,3,10,6,0,8
38,No,Travel_Rarely,330,Research & Development,17,1,3,Female,2,3,Healthcare Representative,3,Married,0,No,18,3,1,1,20,4,2,19,9,1,9
40,No,Travel_Rarely,1492,Research & Development,20,4,1,Male,3,3,Healthcare Representative,4,Married,4,No,20,4,4,1,14,6,3,11,10,11,1
27,No,Non-Travel,1277,Research & Development,8,5,1,Male,1,1,Laboratory Technician,3,Married,1,No,19,3,4,3,3,4,3,3,2,1,2
55,No,Travel_Frequently,1091,Research & Development,2,1,4,Male,3,3,Manufacturing Director,2,Married,3,No,18,3,2,1,23,4,3,3,2,1,2
28,No,Travel_Rarely,857,Research & Development,10,3,3,Female,3,2,Research Scientist,3,Single,3,No,13,3,4,0,10,4,4,8,7,1,7
44,Yes,Travel_Rarely,1376,Human Resources,1,2,2,Male,2,3,Human Resources,1,Married,9,No,14,3,4,1,24,1,3,20,6,3,6
33,No,Travel_Rarely,654,Research & Development,5,3,4,Male,2,3,Healthcare Representative,4,Divorced,4,No,15,3,3,1,9,2,3,3,2,1,2
35,Yes,Travel_Rarely,1204,Sales,4,3,4,Male,3,3,Sales Executive,1,Single,0,Yes,22,4,1,0,9,2,3,8,7,4,7
33,Yes,Travel_Frequently,827,Research & Development,29,4,1,Female,2,2,Research Scientist,3,Single,1,No,22,4,2,0,14,4,3,13,7,3,8
28,No,Travel_Rarely,895,Research & Development,15,2,1,Male,3,1,Laboratory Technician,3,Divorced,1,No,16,3,4,1,4,5,2,4,2,2,2
34,No,Travel_Frequently,618,Research & Development,3,1,1,Male,3,2,Healthcare Representative,4,Single,0,No,17,3,3,0,7,1,2,6,2,0,4
37,No,Travel_Rarely,309,Sales,10,4,4,Female,2,2,Sales Executive,4,Divorced,2,Yes,14,3,3,3,8,5,3,1,0,0,0
25,Yes,Travel_Rarely,1219,Research & Development,4,1,4,Male,3,1,Laboratory Technician,4,Married,1,Yes,15,3,2,1,7,3,4,7,7,5,6
26,Yes,Travel_Rarely,1330,Research & Development,21,3,1,Male,3,1,Laboratory Technician,3,Divorced,1,No,20,4,3,1,1,0,2,1,1,0,0
33,Yes,Travel_Rarely,1017,Research & Development,25,3,1,Male,2,1,Research Scientist,2,Single,4,Yes,20,4,2,0,5,0,3,2,2,2,2
42,No,Travel_Rarely,469,Research & Development,2,2,4,Male,3,4,Manager,1,Married,0,No,17,3,4,1,23,3,3,22,6,13,7
28,Yes,Travel_Frequently,1009,Research & Development,1,3,1,Male,2,1,Laboratory Technician,2,Divorced,1,No,15,3,1,2,1,2,3,1,0,0,0
50,Yes,Travel_Frequently,959,Sales,1,4,4,Male,3,2,Sales Executive,3,Single,3,Yes,14,3,4,0,5,4,3,0,0,0,0
33,No,Travel_Frequently,970,Sales,7,3,4,Female,3,2,Sales Executive,2,Married,0,No,17,3,3,1,4,3,3,3,2,0,2
34,No,Non-Travel,697,Research & Development,3,4,3,Male,2,1,Research Scientist,4,Married,3,No,17,3,4,3,6,2,3,0,0,0,0
48,No,Non-Travel,1262,Research & Development,1,4,1,Male,4,4,Manager,4,Single,2,No,22,4,3,0,27,3,2,5,4,2,1
45,No,Non-Travel,1050,Sales,9,4,2,Female,2,2,Sales Executive,3,Married,1,No,13,3,4,1,15,2,3,15,10,4,12
52,No,Travel_Rarely,994,Research & Development,7,4,2,Male,3,3,Healthcare Representative,2,Single,7,No,19,3,4,0,18,4,3,8,6,4,0
38,No,Travel_Rarely,770,Sales,10,4,3,Male,2,3,Sales Executive,3,Divorced,0,Yes,14,3,2,2,9,2,3,8,7,2,7
29,No,Travel_Rarely,1107,Research & Development,28,4,3,Female,3,1,Research Scientist,4,Divorced,4,No,22,4,1,1,11,1,3,7,5,1,7
28,No,Travel_Rarely,950,Research & Development,3,3,4,Female,3,3,Manufacturing Director,2,Divorced,0,No,17,3,2,3,10,3,2,9,7,1,7
46,No,Travel_Rarely,406,Sales,3,1,1,Male,3,4,Manager,3,Married,3,No,12,3,4,1,23,3,3,12,9,4,9
38,No,Travel_Rarely,130,Sales,2,2,4,Male,3,3,Sales Executive,2,Single,7,No,16,3,3,0,10,2,3,1,0,0,0
43,No,Travel_Frequently,1082,Research & Development,27,3,3,Female,3,3,Manufacturing Director,1,Married,8,No,11,3,3,1,18,1,3,8,7,0,1
39,Yes,Travel_Frequently,203,Research & Development,2,3,1,Male,3,4,Healthcare Representative,4,Divorced,7,No,11,3,4,3,21,4,3,18,7,11,5
40,No,Travel_Rarely,1308,Research & Development,14,3,3,Male,2,5,Research Director,3,Single,1,No,14,3,1,0,21,2,4,20,7,4,9
21,No,Travel_Rarely,984,Research & Development,1,1,4,Female,2,1,Research Scientist,2,Single,1,Yes,11,3,3,0,2,6,4,2,2,2,2
39,No,Non-Travel,439,Research & Development,9,3,3,Male,3,2,Laboratory Technician,2,Single,9,No,15,3,3,0,9,2,2,5,4,0,3
36,No,Non-Travel,217,Research & Development,18,4,1,Male,3,2,Manufacturing Director,4,Single,2,No,20,4,1,0,18,0,3,11,9,0,9
31,No,Travel_Frequently,793,Sales,20,3,3,Male,4,1,Sales Representative,4,Married,0,No,12,3,1,1,3,4,3,2,2,2,2
28,No,Travel_Rarely,1451,Research & Development,2,1,1,Male,2,1,Research Scientist,2,Married,0,No,17,3,1,0,6,2,1,5,3,0,4
35,No,Travel_Frequently,1182,Sales,11,2,4,Male,3,2,Sales Executive,4,Divorced,1,No,11,3,4,1,5,3,3,5,2,0,2
49,No,Travel_Rarely,174,Sales,8,4,4,Male,2,4,Sales Executive,2,Married,6,No,17,3,2,1,22,3,3,9,8,2,3
34,No,Travel_Frequently,1003,Research & Development,2,2,4,Male,3,2,Manufacturing Director,3,Single,2,No,11,3,4,0,5,3,2,3,2,0,2
29,No,Travel_Frequently,490,Research & Development,10,3,4,Female,3,1,Research Scientist,2,Divorced,0,No,14,3,4,2,8,2,2,7,5,1,1
42,No,Travel_Rarely,188,Research & Development,29,3,2,Male,1,2,Laboratory Technician,4,Single,4,No,19,3,1,0,16,3,3,1,0,0,0
29,No,Travel_Rarely,718,Research & Development,8,1,2,Male,2,2,Manufacturing Director,4,Married,1,Yes,15,3,3,1,10,2,2,10,7,1,2
38,No,Travel_Rarely,433,Human Resources,1,3,3,Male,4,1,Human Resources,3,Married,1,No,13,3,4,1,7,2,4,7,6,5,0
28,No,Travel_Frequently,773,Research & Development,6,3,3,Male,2,1,Research Scientist,3,Divorced,1,Yes,14,3,4,1,3,2,3,3,1,0,2
18,Yes,Non-Travel,247,Research & Development,8,1,3,Male,3,1,Laboratory Technician,3,Single,1,No,12,3,4,0,0,0,3,0,0,0,0
33,Yes,Travel_Rarely,603,Sales,9,4,1,Female,3,2,Sales Executive,1,Single,0,Yes,17,3,1,0,6,3,3,5,2,0,3
41,No,Travel_Rarely,167,Research & Development,12,4,2,Male,3,1,Laboratory Technician,4,Married,3,Yes,11,3,1,1,6,4,3,1,0,0,0
31,Yes,Travel_Frequently,874,Research & Development,15,3,3,Male,3,1,Laboratory Technician,3,Married,1,No,12,3,3,1,2,5,2,2,2,2,2
37,No,Travel_Rarely,367,Research & Development,25,2,3,Female,2,2,Healthcare Representative,4,Divorced,7,No,13,3,3,2,9,2,3,6,2,1,3
27,No,Travel_Rarely,199,Research & Development,6,3,4,Male,2,1,Research Scientist,3,Married,1,No,13,3,3,1,4,0,3,4,2,2,2
34,No,Travel_Rarely,1400,Sales,9,1,2,Female,3,2,Sales Executive,3,Married,1,No,20,4,1,0,6,3,2,6,5,1,3
35,No,Travel_Rarely,528,Human Resources,8,4,3,Male,3,1,Human Resources,3,Single,1,No,17,3,2,0,6,2,1,5,4,1,4
29,Yes,Travel_Rarely,408,Sales,23,1,4,Female,2,3,Sales Executive,1,Married,1,No,13,3,1,1,11,3,1,11,8,3,10
40,No,Travel_Frequently,593,Research & Development,9,4,2,Female,3,3,Research Director,3,Single,9,No,17,3,3,0,20,3,2,18,7,2,13
42,Yes,Travel_Frequently,481,Sales,12,3,3,Male,3,4,Sales Executive,1,Single,0,Yes,12,3,2,0,22,2,2,21,9,13,14
42,No,Travel_Rarely,647,Sales,4,4,2,Male,3,2,Sales Executive,1,Single,7,No,13,3,4,0,9,3,4,6,4,1,5
35,No,Travel_Rarely,982,Research & Development,1,4,4,Male,2,1,Laboratory Technician,3,Married,6,No,12,3,2,1,10,2,3,8,0,1,7
24,No,Travel_Rarely,477,Research & Development,24,3,4,Male,3,1,Laboratory Technician,2,Single,8,No,22,4,4,0,6,2,3,4,3,1,2
28,Yes,Travel_Rarely,1485,Research & Development,12,1,3,Female,3,1,Laboratory Technician,4,Married,1,Yes,11,3,4,0,1,4,2,1,1,0,0
26,No,Travel_Rarely,1384,Research & Development,3,4,1,Male,4,1,Laboratory Technician,4,Married,1,No,22,4,2,1,8,2,3,8,7,0,7
30,No,Travel_Rarely,852,Sales,10,3,3,Male,2,2,Sales Executive,3,Married,1,No,18,3,1,1,10,3,3,10,3,1,4
40,No,Travel_Frequently,902,Research & Development,26,2,3,Female,2,2,Research Scientist,4,Married,3,Yes,13,3,4,1,16,3,1,1,1,0,0
35,No,Travel_Rarely,819,Research & Development,2,3,3,Male,2,3,Manufacturing Director,2,Divorced,2,No,18,3,2,1,15,2,4,7,7,6,4
34,No,Travel_Frequently,669,Research & Development,1,3,4,Male,2,2,Healthcare Representative,1,Single,0,No,20,4,3,0,14,3,3,13,9,4,9
35,No,Travel_Frequently,636,Research & Development,4,4,4,Male,2,1,Laboratory Technician,4,Married,1,No,13,3,2,1,2,2,4,2,2,2,2
43,Yes,Travel_Rarely,1372,Sales,9,3,1,Female,1,2,Sales Executive,3,Single,8,No,13,3,2,0,7,2,2,4,3,1,3
32,No,Non-Travel,862,Sales,2,1,3,Female,3,1,Sales Representative,1,Divorced,1,No,12,3,3,3,1,3,3,1,0,0,0
56,No,Travel_Rarely,718,Research & Development,4,4,4,Female,3,5,Manager,1,Divorced,4,No,13,3,4,1,28,2,3,5,2,4,2
29,No,Travel_Rarely,1401,Research & Development,6,1,2,Female,3,1,Laboratory Technician,4,Married,1,No,13,3,1,1,10,5,3,10,8,0,8
19,No,Travel_Rarely,645,Research & Development,9,2,3,Male,3,1,Research Scientist,1,Single,1,No,25,4,3,0,1,4,3,1,1,0,0
45,No,Travel_Rarely,1457,Research & Development,7,3,1,Female,3,1,Research Scientist,3,Married,4,Yes,19,3,3,1,7,2,2,3,2,0,2
37,No,Travel_Rarely,977,Research & Development,1,3,4,Female,2,2,Manufacturing Director,4,Married,1,No,13,3,2,1,14,2,2,14,8,3,11
20,No,Travel_Rarely,805,Research & Development,3,3,1,Male,2,1,Laboratory Technician,3,Single,1,No,12,3,1,0,2,2,2,2,2,1,2
44,Yes,Travel_Rarely,1097,Research & Development,10,4,3,Male,3,1,Research Scientist,3,Single,1,Yes,11,3,3,0,6,4,3,6,4,0,2
53,No,Travel_Rarely,1223,Research & Development,7,2,4,Female,3,5,Manager,3,Divorced,3,No,18,3,2,1,26,6,3,7,7,4,7
29,No,Travel_Rarely,942,Research & Development,15,1,2,Female,1,1,Research Scientist,4,Married,0,Yes,18,3,1,1,6,2,2,5,4,1,3
22,Yes,Travel_Frequently,1256,Research & Development,3,4,3,Male,2,1,Research Scientist,4,Married,0,Yes,11,3,2,1,1,5,3,0,0,0,0
46,No,Travel_Rarely,1402,Sales,2,3,3,Female,3,4,Manager,1,Married,8,No,23,4,1,0,28,2,3,26,15,15,9
44,No,Non-Travel,111,Research & Development,17,3,4,Male,1,1,Research Scientist,3,Single,2,No,13,3,4,0,6,3,3,0,0,0,0
33,No,Travel_Rarely,147,Human Resources,2,3,2,Male,3,1,Human Resources,3,Married,1,No,13,3,4,1,5,2,3,5,4,1,4
41,Yes,Non-Travel,906,Research & Development,5,2,1,Male,2,1,Research Scientist,1,Divorced,6,No,17,3,1,1,5,2,1,1,0,0,0
30,No,Travel_Rarely,1329,Sales,29,4,3,Male,3,2,Sales Executive,1,Divorced,8,No,19,3,3,3,8,3,3,4,3,0,3
40,No,Travel_Frequently,1184,Sales,2,4,2,Male,3,2,Sales Executive,2,Married,5,No,12,3,4,3,5,2,3,0,0,0,0
50,No,Travel_Frequently,1421,Research & Development,2,3,4,Female,3,4,Manager,1,Married,2,No,22,4,3,1,32,3,3,2,2,2,2
28,No,Travel_Rarely,1179,Research & Development,19,4,4,Male,2,1,Laboratory Technician,1,Married,1,No,12,3,3,3,6,2,3,6,5,3,3
46,No,Travel_Rarely,1450,Research & Development,15,2,4,Male,3,5,Research Director,2,Married,5,No,11,3,1,1,25,2,3,4,2,0,3
35,No,Travel_Rarely,1361,Sales,17,4,3,Male,3,2,Sales Executive,1,Married,3,Yes,15,3,4,3,15,2,3,7,7,1,7
24,Yes,Travel_Rarely,984,Research & Development,17,2,4,Female,3,1,Laboratory Technician,2,Married,1,No,13,3,1,1,1,3,1,1,0,0,0
33,No,Travel_Frequently,1146,Sales,25,3,2,Female,3,2,Sales Executive,3,Married,1,No,12,3,1,1,10,3,2,10,7,0,1
36,No,Travel_Rarely,917,Research & Development,6,4,3,Male,1,1,Laboratory Technician,3,Divorced,1,No,14,3,3,1,7,4,3,7,7,1,7
30,No,Travel_Rarely,853,Research & Development,7,4,3,Male,3,2,Laboratory Technician,3,Divorced,1,No,13,3,1,3,10,4,2,10,7,8,9
44,No,Travel_Rarely,200,Research & Development,29,4,4,Male,3,2,Research Scientist,4,Single,1,No,25,4,2,0,20,3,3,20,11,13,17
20,No,Travel_Rarely,654,Sales,21,3,3,Male,4,1,Sales Representative,4,Single,1,No,17,3,4,0,2,2,3,2,1,2,2
46,No,Travel_Rarely,150,Research & Development,2,4,4,Male,3,2,Manufacturing Director,4,Divorced,2,No,11,3,3,1,12,3,2,6,3,1,4
42,No,Non-Travel,179,Human Resources,2,5,4,Male,4,2,Human Resources,1,Married,7,No,16,3,1,1,10,3,4,4,3,0,3
60,No,Travel_Rarely,696,Sales,7,4,2,Male,4,2,Sales Executive,4,Divorced,0,Yes,18,3,2,1,12,3,3,11,7,1,9
32,No,Travel_Frequently,116,Research & Development,13,3,3,Female,2,1,Laboratory Technician,2,Married,1,No,20,4,3,1,2,2,3,2,2,2,2
32,No,Travel_Frequently,1316,Research & Development,2,2,4,Female,3,2,Research Scientist,3,Single,4,Yes,14,3,4,0,10,2,3,8,7,0,7
36,No,Travel_Rarely,363,Research & Development,1,3,3,Female,1,3,Manufacturing Director,1,Divorced,2,Yes,21,4,3,1,17,2,3,7,7,7,7
33,No,Travel_Rarely,117,Research & Development,9,3,1,Male,3,1,Research Scientist,4,Married,0,No,13,3,2,1,15,5,3,14,10,4,10
40,No,Travel_Rarely,107,Sales,10,3,2,Female,2,2,Sales Executive,2,Divorced,7,No,12,3,2,1,7,2,4,5,1,1,3
25,No,Travel_Rarely,1356,Sales,10,4,3,Male,3,2,Sales Executive,4,Single,0,No,14,3,2,0,5,4,3,4,3,1,1
30,No,Travel_Rarely,1465,Research & Development,1,3,4,Male,3,1,Research Scientist,2,Married,0,Yes,21,4,1,1,12,2,3,11,9,5,7
42,No,Travel_Frequently,458,Research & Development,26,5,1,Female,3,3,Research Director,1,Married,3,Yes,17,3,3,0,20,6,3,1,0,0,0
35,No,Non-Travel,1212,Sales,8,2,3,Female,2,3,Sales Executive,4,Married,4,Yes,11,3,2,1,16,6,2,13,2,4,12
27,No,Travel_Rarely,1103,Research & Development,14,3,1,Male,3,1,Research Scientist,1,Married,1,Yes,14,3,4,2,9,3,2,9,7,6,8
54,No,Travel_Frequently,966,Research & Development,1,4,4,Female,3,3,Manufacturing Director,3,Divorced,7,No,17,3,1,1,33,2,1,5,4,1,4
44,No,Travel_Rarely,1117,Research & Development,2,1,1,Female,4,1,Research Scientist,4,Married,1,No,13,3,4,1,10,5,3,10,5,7,7
19,Yes,Non-Travel,504,Research & Development,10,3,1,Female,2,1,Research Scientist,2,Single,1,Yes,25,4,2,0,1,2,4,1,1,0,0
29,No,Travel_Rarely,1010,Research & Development,1,3,1,Female,3,1,Research Scientist,4,Divorced,1,No,15,3,1,3,3,5,3,3,2,1,2
54,No,Travel_Rarely,685,Research & Development,3,3,4,Male,3,4,Research Director,4,Married,3,No,14,3,1,0,36,2,3,10,9,0,9
31,No,Travel_Rarely,1332,Research & Development,11,2,3,Male,3,2,Healthcare Representative,1,Married,1,Yes,12,3,4,0,6,2,2,6,5,0,1
31,No,Travel_Rarely,1062,Research & Development,24,3,3,Female,2,2,Healthcare Representative,1,Single,1,No,19,3,2,0,10,2,3,10,9,1,8
59,No,Travel_Rarely,326,Sales,3,3,3,Female,2,2,Sales Executive,4,Single,5,No,17,3,4,0,13,2,3,6,1,0,5
43,No,Travel_Rarely,920,Research & Development,3,3,3,Male,1,5,Research Director,4,Married,3,No,14,3,2,1,25,2,3,8,7,0,7
49,No,Travel_Rarely,1098,Research & Development,4,2,1,Male,2,5,Manager,3,Married,2,No,13,3,3,1,23,2,4,1,0,0,0
36,No,Travel_Frequently,469,Research & Development,3,3,3,Male,3,1,Research Scientist,2,Married,1,No,12,3,3,0,12,2,2,11,10,0,7
48,No,Travel_Rarely,969,Research & Development,2,2,4,Male,4,1,Laboratory Technician,2,Single,5,No,11,3,3,0,7,4,2,1,0,0,0
27,No,Travel_Rarely,1167,Research & Development,4,2,1,Male,3,1,Research Scientist,3,Divorced,1,No,11,3,2,3,5,2,3,5,3,0,3
29,No,Travel_Rarely,1329,Research & Development,7,3,3,Male,3,2,Healthcare Representative,4,Divorced,1,Yes,11,3,2,2,6,2,3,6,0,1,0
48,No,Travel_Rarely,715,Research & Development,1,3,4,Male,2,5,Research Director,4,Single,6,No,12,3,3,0,25,3,4,1,0,0,0
29,No,Travel_Rarely,694,Research & Development,1,3,4,Female,2,4,Research Director,4,Divorced,3,No,14,3,2,2,9,2,2,7,7,1,7
34,No,Travel_Rarely,1320,Research & Development,20,3,3,Female,4,1,Research Scientist,3,Married,0,No,17,3,4,0,2,5,2,1,0,0,0
44,No,Travel_Rarely,1099,Sales,5,3,2,Male,3,5,Manager,2,Married,7,No,11,3,3,1,26,5,3,22,9,3,10
33,No,Travel_Rarely,536,Sales,10,5,4,Male,4,3,Sales Executive,3,Divorced,0,Yes,14,3,4,2,10,3,3,9,8,0,8
19,No,Travel_Rarely,265,Research & Development,25,3,2,Female,4,1,Research Scientist,4,Single,1,Yes,12,3,4,0,1,2,3,1,0,0,1
23,No,Travel_Rarely,373,Research & Development,1,2,4,Male,3,1,Research Scientist,3,Married,1,No,22,4,4,1,1,2,3,1,0,0,1
25,Yes,Travel_Frequently,599,Sales,24,1,3,Male,1,1,Sales Representative,4,Single,1,Yes,14,3,4,0,1,4,3,1,0,1,0
26,No,Travel_Rarely,583,Research & Development,4,2,3,Male,3,1,Research Scientist,4,Single,1,Yes,20,4,2,0,8,2,2,8,5,2,2
45,Yes,Travel_Rarely,1449,Sales,2,3,1,Female,1,5,Manager,2,Single,2,Yes,16,3,1,0,26,2,3,24,10,1,11
55,No,Non-Travel,177,Research & Development,8,1,4,Male,2,4,Healthcare Representative,2,Divorced,1,Yes,15,3,4,1,34,3,3,33,9,15,0
21,Yes,Travel_Frequently,251,Research & Development,10,2,1,Female,2,1,Laboratory Technician,3,Single,1,No,20,4,3,0,2,2,1,2,2,2,2
46,No,Travel_Rarely,168,Sales,4,2,4,Female,2,5,Manager,2,Married,2,No,14,3,3,1,26,2,3,11,4,0,8
34,No,Travel_Rarely,131,Sales,2,3,3,Female,3,2,Sales Executive,1,Single,0,Yes,12,3,4,0,4,3,3,3,2,0,2
51,No,Travel_Frequently,237,Sales,9,3,4,Male,3,5,Manager,2,Divorced,4,Yes,24,4,1,1,31,5,2,29,10,11,10
59,No,Travel_Rarely,1429,Research & Development,18,4,4,Male,3,3,Manufacturing Director,4,Single,6,No,12,3,4,0,25,6,2,9,7,5,4
34,No,Travel_Frequently,135,Research & Development,19,3,3,Female,3,2,Laboratory Technician,2,Divorced,4,No,13,3,3,2,15,2,4,11,8,5,10
28,No,Travel_Frequently,791,Research & Development,1,4,4,Male,3,1,Laboratory Technician,3,Single,0,Yes,11,3,3,0,5,2,2,4,2,0,2
44,No,Travel_Rarely,1199,Research & Development,4,2,3,Male,4,5,Manager,1,Divorced,1,No,14,3,4,2,26,4,2,25,9,14,13
34,No,Travel_Frequently,648,Human Resources,11,3,3,Male,2,2,Human Resources,2,Married,4,No,11,3,4,2,14,5,4,10,9,1,8
35,No,Travel_Rarely,735,Research & Development,6,1,3,Male,3,1,Research Scientist,3,Married,0,Yes,14,3,4,0,4,3,3,3,2,2,2
42,No,Travel_Rarely,603,Research & Development,7,4,2,Female,4,2,Research Scientist,2,Married,6,Yes,16,3,4,0,18,2,3,1,0,0,0
43,No,Travel_Rarely,531,Sales,4,4,4,Female,2,3,Sales Executive,4,Single,3,No,14,3,4,0,23,3,4,21,7,15,17
36,No,Travel_Rarely,429,Research & Development,2,4,3,Female,3,2,Manufacturing Director,2,Single,9,Yes,11,3,4,0,18,2,3,16,14,5,12
44,Yes,Travel_Rarely,621,Research & Development,15,3,1,Female,3,3,Healthcare Representative,4,Married,1,No,11,3,4,1,10,2,3,10,7,0,5
28,No,Travel_Frequently,193,Research & Development,2,3,4,Male,2,1,Laboratory Technician,4,Married,1,Yes,12,3,2,1,2,2,3,2,2,2,2
51,No,Travel_Frequently,968,Research & Development,6,2,2,Female,2,1,Laboratory Technician,3,Single,0,No,14,3,2,0,8,6,2,7,0,7,7
30,No,Non-Travel,879,Research & Development,9,2,3,Female,3,2,Manufacturing Director,3,Single,7,Yes,18,3,3,0,10,3,3,8,4,1,7
29,Yes,Travel_Rarely,806,Research & Development,7,3,2,Female,3,1,Laboratory Technician,3,Divorced,3,Yes,13,3,1,2,10,2,3,7,7,7,7
28,No,Travel_Rarely,640,Research & Development,1,3,4,Male,3,1,Research Scientist,1,Single,2,No,11,3,2,0,5,2,2,3,2,1,2
25,No,Travel_Rarely,266,Research & Development,1,3,4,Female,3,1,Research Scientist,2,Single,1,No,18,3,4,0,2,3,2,2,2,2,1
